1	1	1	1.1350336009536484
1	1	2	-0.33301299119034994
2	1	1	0.6243218412286314
2	1	2	-0.9275530361514586
3	1	1	-2.1121086961636255
3	1	2	1.7207166236729938
4	1	1	-2.1271964483628256
4	1	2	-0.9711586070140561
5	1	1	-2.4444267835872675
5	1	2	-1.7833540548847593
6	1	1	-1.2872735381748703
6	1	2	-0.2852763307312373
7	1	1	0.8375282403503675
7	1	2	2.5442906898005
8	1	1	1.1276756090013873
8	1	2	-2.8648474506703794
9	1	1	-0.16528668215148473
9	1	2	0.6529792526274193
10	1	1	2.407401385363342
10	1	2	-1.5059063058798374
11	1	1	-3.071331103002831
11	1	2	-1.321717218589646
12	1	1	1.3518405165315732
12	1	2	1.4899622139502846
13	1	1	-1.118637433117245
13	1	2	0.011054601515603472
14	1	1	1.9390001419991971
14	1	2	-2.352610381562552
15	1	1	1.0712568442607684
15	1	2	-0.7138070586011487
16	1	1	2.584080341200835
16	1	2	0.6387458721947796
17	1	1	-0.985128844936902
17	1	2	-0.029115667765968224
18	1	1	1.0503718044260593
18	1	2	2.7123699098059983
19	1	1	-0.6136785222606783
19	1	2	1.713142632361303
20	1	1	0.46742535159125514
20	1	2	-2.319839272789862
21	1	1	2.028797772631788
21	1	2	-2.629063389912636
22	1	1	-1.2630750272546392
22	1	2	0.10577556517133624
23	1	1	-0.630166648508805
23	1	2	1.06108938857984
24	1	1	-0.6040094815185613
24	1	2	-0.532188788084076
1	2	1	1.0338974486407357
1	2	2	-2.6168736358340765
2	2	1	-2.709940858043682
2	2	2	0.4475603529711074
3	2	1	1.5259761122161226
3	2	2	0.10450484041727601
4	2	1	-2.706245024111551
4	2	2	-1.344309966626679
5	2	1	-1.0050239679068467
5	2	2	2.7727230705741777
6	2	1	1.2128342425936638
6	2	2	-0.3187783268850193
7	2	1	1.9853213128521028
7	2	2	2.2247361928773395
8	2	1	-1.8344738000231404
8	2	2	1.7773100444704002
9	2	1	-2.256305838270515
9	2	2	-0.4390427627456447
10	2	1	2.698520420166244
10	2	2	-0.9774782005348369
11	2	1	-0.3908814681873713
11	2	2	-1.5658784419332143
12	2	1	-0.14263754217011712
12	2	2	1.0419014695323872
13	2	1	2.9808804449279
13	2	2	-1.8549713858491652
14	2	1	3.110436190577358
14	2	2	0.849284928402964
15	2	1	1.927602775144447
15	2	2	-2.199319273433579
16	2	1	1.5455445330545516
16	2	2	-0.9397456986200325
17	2	1	1.7647592348568062
17	2	2	1.075280101186773
18	2	1	-0.020057776565725417
18	2	2	1.0668028613350056
19	2	1	1.8308927500540004
19	2	2	2.713286035676758
20	2	1	0.867441909464803
20	2	2	-3.0874097818934274
21	2	1	-1.4066482224510484
21	2	2	-3.1281369066525624
22	2	1	-1.0432797765344843
22	2	2	2.1300486486254204
23	2	1	-1.3759031662604295
23	2	2	2.26592518874343
24	2	1	-0.5102597386888041
24	2	2	0.6881640283578385
1	3	1	-2.3203570458512104
1	3	2	0.6119300945907149
2	3	1	-2.6810592459602303
2	3	2	1.2036316348928056
3	3	1	0.4813220183821999
3	3	2	-1.9587534636062338
4	3	1	1.4059636139811325
4	3	2	-1.121597267629746
5	3	1	1.904161893279683
5	3	2	-1.83719764220066
6	3	1	-2.332130104212187
6	3	2	-0.8860812901780715
7	3	1	1.1241795363617684
7	3	2	-1.7823674504812779
8	3	1	1.8760360276902148
8	3	2	-0.6842959911823507
9	3	1	-3.0618669352835686
9	3	2	-0.5904199376579903
10	3	1	2.293193183547272
10	3	2	-1.1070014165559212
11	3	1	2.2857264165164137
11	3	2	-2.8012798595703323
12	3	1	-2.8786462620675315
12	3	2	-2.3030831394705986
13	3	1	-0.9448393185020376
13	3	2	0.9854218019997725
14	3	1	0.3475942844688845
14	3	2	1.3695512179172242
15	3	1	-2.772017069345219
15	3	2	-2.8610940372625944
16	3	1	-2.63913391504241
16	3	2	-1.730689385175674
17	3	1	2.1564618352144
17	3	2	1.1953985751587797
18	3	1	1.865818620353468
18	3	2	-2.0447007142226994
19	3	1	2.7500535689972416
19	3	2	0.242992531776522
20	3	1	0.41361676156229127
